case,makespan,added_copy_bytes,seconds
case_001,233110,0,0.16384319999997388
case_019,81144,0,0.11538149999978486
case_005,95618,0,2.221301699999458
case_050,149690,0,3.2549532000011823
case_025,4863026,0,123.9068174999993
case_085,3187899,0,77.44376790000024
